0.015 pkt: 0 | sent
49.020 ACK: 1864 | received
49.020 pkt: 1872 | sent
49.036 ACK: 1865 | received
49.036 pkt: 1873 | sent
49.051 ACK: 1866 | received
49.067 pkt: 1874 | sent
49.067 ACK: 1867 | received
49.082 pkt: 1875 | sent
49.082 ACK: 1868 | received
49.098 pkt: 1876 | sent
49.114 ACK: 1869 | received
49.114 pkt: 1877 | sent
49.129 ACK: 1870 | received
49.129 pkt: 1878 | sent
49.145 ACK: 1871 | received
49.145 pkt: 1879 | sent
49.161 ACK: 1872 | received
49.161 pkt: 1880 | sent
49.176 ACK: 1873 | received
49.192 pkt: 1881 | sent
49.192 ACK: 1874 | received
49.207 pkt: 1882 | sent
49.207 ACK: 1875 | received
49.223 pkt: 1883 | sent
49.223 ACK: 1876 | received
49.239 pkt: 1884 | sent
49.254 ACK: 1877 | received
49.254 pkt: 1885 | sent
49.270 ACK: 1878 | received
49.270 pkt: 1886 | sent
49.285 ACK: 1879 | received
49.285 pkt: 1887 | sent
49.301 ACK: 1880 | received
49.301 pkt: 1888 | sent
49.317 ACK: 1881 | received
49.317 pkt: 1889 | sent
49.332 ACK: 1882 | received
49.348 pkt: 1890 | sent
49.348 ACK: 1883 | received
49.364 pkt: 1891 | sent
49.379 ACK: 1884 | received
49.379 pkt: 1892 | sent
49.406 ACK: 1885 | received
49.412 pkt: 1893 | sent
49.421 ACK: 1886 | received
49.421 pkt: 1894 | sent
49.437 ACK: 1887 | received
49.437 pkt: 1895 | sent
49.452 ACK: 1888 | received
49.452 pkt: 1896 | sent
49.468 ACK: 1889 | received
49.468 pkt: 1897 | sent
49.499 ACK: 1890 | received
49.499 pkt: 1898 | sent
49.515 ACK: 1891 | received
49.515 pkt: 1899 | sent
49.530 ACK: 1892 | received
49.546 pkt: 1900 | sent
49.546 ACK: 1893 | received
49.561 pkt: 1901 | sent
49.577 ACK: 1894 | received
49.577 pkt: 1902 | sent
49.593 ACK: 1895 | received
49.593 pkt: 1903 | sent
49.608 ACK: 1896 | received
49.608 pkt: 1904 | sent
49.624 ACK: 1897 | received
49.624 pkt: 1905 | sent
49.640 ACK: 1898 | received
49.655 pkt: 1906 | sent
49.655 ACK: 1899 | received
49.671 pkt: 1907 | sent
49.671 ACK: 1900 | received
49.686 pkt: 1908 | sent
49.686 ACK: 1901 | received
49.702 pkt: 1909 | sent
49.702 ACK: 1902 | received
49.718 pkt: 1910 | sent
49.718 ACK: 1903 | received
49.733 pkt: 1911 | sent
49.733 ACK: 1904 | received
49.749 pkt: 1912 | sent
49.765 ACK: 1905 | received
49.765 pkt: 1913 | sent
49.780 ACK: 1906 | received
49.780 pkt: 1914 | sent
49.796 ACK: 1907 | received
49.796 pkt: 1915 | sent
49.811 ACK: 1908 | received
49.811 pkt: 1916 | sent
49.827 ACK: 1909 | received
49.827 pkt: 1917 | sent
49.843 ACK: 1910 | received
49.858 pkt: 1918 | sent
49.858 ACK: 1911 | received
49.874 pkt: 1919 | sent
49.874 ACK: 1912 | received
49.890 pkt: 1920 | sent
49.890 ACK: 1913 | received
49.905 pkt: 1921 | sent
49.905 ACK: 1914 | received
49.921 pkt: 1922 | sent
49.936 ACK: 1915 | received
49.936 pkt: 1923 | sent
49.952 ACK: 1916 | received
49.952 pkt: 1924 | sent
49.968 ACK: 1917 | received
49.968 pkt: 1925 | sent
49.983 ACK: 1918 | received
49.999 pkt: 1926 | sent
49.999 ACK: 1919 | received
50.015 pkt: 1927 | sent
50.031 ACK: 1920 | received
50.039 pkt: 1928 | sent
50.044 ACK: 1921 | received
50.044 pkt: 1929 | sent
50.060 ACK: 1922 | received
50.060 pkt: 1930 | sent
50.076 ACK: 1923 | received
50.076 pkt: 1931 | sent
50.091 ACK: 1924 | received
50.091 pkt: 1932 | sent
50.107 ACK: 1925 | received
50.122 pkt: 1933 | sent
50.122 ACK: 1926 | received
50.138 pkt: 1934 | sent
50.138 ACK: 1927 | received
50.154 pkt: 1935 | sent
50.154 ACK: 1928 | received
50.169 pkt: 1936 | sent
50.169 ACK: 1929 | received
50.185 pkt: 1937 | sent
50.185 ACK: 1930 | received
50.200 pkt: 1938 | sent
50.200 ACK: 1931 | received
50.216 pkt: 1939 | sent
50.232 ACK: 1932 | received
50.232 pkt: 1940 | sent
50.247 ACK: 1933 | received
50.247 pkt: 1941 | sent
50.263 ACK: 1934 | received
50.263 pkt: 1942 | sent
50.279 ACK: 1935 | received
50.279 pkt: 1943 | sent
50.294 ACK: 1936 | received
50.294 pkt: 1944 | sent
50.310 ACK: 1937 | received
50.310 pkt: 1945 | sent
50.325 ACK: 1938 | received
50.325 pkt: 1946 | sent
50.341 ACK: 1939 | received
50.357 pkt: 1947 | sent
50.357 ACK: 1940 | received
50.372 pkt: 1948 | sent
50.372 ACK: 1941 | received
50.391 pkt: 1949 | sent
50.399 ACK: 1942 | received
50.409 pkt: 1950 | sent
50.419 ACK: 1943 | received
50.421 pkt: 1951 | sent
50.436 ACK: 1944 | received
50.436 pkt: 1952 | sent
50.452 ACK: 1945 | received
50.452 pkt: 1953 | sent
50.467 ACK: 1946 | received
50.467 pkt: 1954 | sent
50.483 ACK: 1947 | received
50.499 pkt: 1955 | sent
50.514 ACK: 1948 | received
50.528 pkt: 1956 | sent
50.528 ACK: 1949 | received
50.544 pkt: 1957 | sent
50.544 ACK: 1950 | received
50.559 pkt: 1958 | sent
50.575 ACK: 1951 | received
50.591 pkt: 1959 | sent
50.591 ACK: 1952 | received
50.606 pkt: 1960 | sent
50.622 ACK: 1953 | received
50.622 pkt: 1961 | sent
50.637 ACK: 1954 | received
50.653 pkt: 1962 | sent
50.669 ACK: 1955 | received
50.669 pkt: 1963 | sent
50.684 ACK: 1956 | received
50.700 pkt: 1964 | sent
50.716 ACK: 1957 | received
50.731 pkt: 1965 | sent
50.731 ACK: 1958 | received
50.747 pkt: 1966 | sent
50.762 ACK: 1959 | received
50.762 pkt: 1967 | sent
50.778 ACK: 1960 | received
50.794 pkt: 1968 | sent
50.794 ACK: 1961 | received
50.809 pkt: 1969 | sent
50.825 ACK: 1962 | received
50.825 pkt: 1970 | sent
50.841 ACK: 1963 | received
50.856 pkt: 1971 | sent
50.856 ACK: 1964 | received
50.872 pkt: 1972 | sent
50.872 ACK: 1965 | received
50.887 pkt: 1973 | sent
50.887 ACK: 1966 | received
50.903 pkt: 1974 | sent
50.903 ACK: 1967 | received
50.919 pkt: 1975 | sent
50.919 ACK: 1968 | received
50.934 pkt: 1976 | sent
50.950 ACK: 1969 | received
50.950 pkt: 1977 | sent
50.966 ACK: 1970 | received
50.966 pkt: 1978 | sent
50.981 ACK: 1971 | received
50.981 pkt: 1979 | sent
50.997 ACK: 1972 | received
51.012 pkt: 1980 | sent
51.012 ACK: 1973 | received
51.028 pkt: 1981 | sent
51.028 ACK: 1974 | received
51.044 pkt: 1982 | sent
51.059 ACK: 1975 | received
51.059 pkt: 1983 | sent
51.075 ACK: 1976 | received
51.075 pkt: 1984 | sent
51.090 ACK: 1977 | received
51.090 pkt: 1985 | sent
51.106 ACK: 1978 | received
51.122 pkt: 1986 | sent
51.137 ACK: 1979 | received
51.137 pkt: 1987 | sent
51.153 ACK: 1980 | received
51.169 pkt: 1988 | sent
51.184 ACK: 1981 | received
51.184 pkt: 1989 | sent
51.200 ACK: 1982 | received
51.215 pkt: 1990 | sent
51.231 ACK: 1983 | received
51.231 pkt: 1991 | sent
51.247 ACK: 1984 | received
51.262 pkt: 1992 | sent
51.278 ACK: 1985 | received
51.278 pkt: 1993 | sent
51.294 ACK: 1986 | received
51.309 pkt: 1994 | sent
51.309 ACK: 1987 | received
51.325 pkt: 1995 | sent
51.340 ACK: 1988 | received
51.340 pkt: 1996 | sent
51.356 ACK: 1989 | received
51.372 pkt: 1997 | sent
51.372 ACK: 1990 | received
51.394 pkt: 1998 | sent
51.406 ACK: 1991 | received
51.412 pkt: 1999 | sent
51.422 ACK: 1992 | received
51.422 pkt: 2000 | sent
51.438 ACK: 1993 | received
51.438 pkt: 2001 | sent
51.456 ACK: 1994 | received
51.460 pkt: 2002 | sent
51.460 ACK: 1995 | received
51.476 pkt: 2003 | sent
51.491 ACK: 1996 | received
51.491 pkt: 2004 | sent
51.513 ACK: 1997 | received
51.519 pkt: 2005 | sent
51.530 ACK: 1998 | received
51.531 pkt: 2006 | sent
51.546 ACK: 1999 | received
51.546 pkt: 2007 | sent
51.562 ACK: 2000 | received
51.562 pkt: 2008 | sent
51.578 ACK: 2001 | received
51.578 pkt: 2009 | sent
51.593 ACK: 2002 | received
51.593 pkt: 2010 | sent
51.609 ACK: 2003 | received
51.625 pkt: 2011 | sent
51.625 ACK: 2004 | received
51.640 pkt: 2012 | sent
51.640 ACK: 2005 | received
51.656 pkt: 2013 | sent
51.656 ACK: 2006 | received
51.671 pkt: 2014 | sent
51.671 ACK: 2007 | received
51.687 pkt: 2015 | sent
51.687 ACK: 2008 | received
51.703 pkt: 2016 | sent
51.703 ACK: 2009 | received
51.718 pkt: 2017 | sent
51.734 ACK: 2010 | received
51.734 pkt: 2018 | sent
51.750 ACK: 2011 | received
51.750 pkt: 2019 | sent
51.765 ACK: 2012 | received
51.765 pkt: 2020 | sent
51.781 ACK: 2013 | received
51.781 pkt: 2021 | sent
51.796 ACK: 2014 | received
51.796 pkt: 2022 | sent
51.812 ACK: 2015 | received
51.812 pkt: 2023 | sent
51.828 ACK: 2016 | received
51.828 pkt: 2024 | sent
51.843 ACK: 2017 | received
51.843 pkt: 2025 | sent
51.859 ACK: 2018 | received
51.859 pkt: 2026 | sent
51.874 ACK: 2019 | received
51.890 pkt: 2027 | sent
51.890 ACK: 2020 | received
51.906 pkt: 2028 | sent
51.906 ACK: 2021 | received
51.921 pkt: 2029 | sent
51.937 ACK: 2022 | received
51.937 pkt: 2030 | sent
51.953 ACK: 2023 | received
51.953 pkt: 2031 | sent
51.968 ACK: 2024 | received
51.968 pkt: 2032 | sent
51.984 ACK: 2025 | received
51.999 pkt: 2033 | sent
51.999 ACK: 2026 | received
52.015 pkt: 2034 | sent
52.046 ACK: 2027 | received
52.046 pkt: 2035 | sent
52.062 ACK: 2028 | received
52.078 pkt: 2036 | sent
52.078 ACK: 2029 | received
52.093 pkt: 2037 | sent
52.109 ACK: 2030 | received
52.109 pkt: 2038 | sent
52.124 ACK: 2031 | received
52.140 pkt: 2039 | sent
52.156 ACK: 2032 | received
52.156 pkt: 2040 | sent
52.171 ACK: 2033 | received
52.187 pkt: 2041 | sent
52.203 ACK: 2034 | received
52.203 pkt: 2042 | sent
52.218 ACK: 2035 | received
52.234 pkt: 2043 | sent
52.249 ACK: 2036 | received
52.249 pkt: 2044 | sent
52.265 ACK: 2037 | received
52.281 pkt: 2045 | sent
52.296 ACK: 2038 | received
52.296 pkt: 2046 | sent
52.312 ACK: 2039 | received
52.328 pkt: 2047 | sent
52.328 ACK: 2040 | received
52.343 pkt: 2048 | sent
52.343 ACK: 2041 | received
52.359 pkt: 2049 | sent
52.374 ACK: 2042 | received
52.374 pkt: 2050 | sent
52.400 ACK: 2043 | received
52.414 pkt: 2051 | sent
52.422 ACK: 2044 | received
52.422 pkt: 2052 | sent
52.438 ACK: 2045 | received
52.454 pkt: 2053 | sent
52.470 ACK: 2046 | received
52.484 pkt: 2054 | sent
52.495 ACK: 2047 | received
52.495 pkt: 2055 | sent
52.515 ACK: 2048 | received
52.530 pkt: 2056 | sent
52.530 ACK: 2049 | received
52.546 pkt: 2057 | sent
52.562 ACK: 2050 | received
52.562 pkt: 2058 | sent
52.577 ACK: 2051 | received
52.593 pkt: 2059 | sent
52.593 ACK: 2052 | received
52.608 pkt: 2060 | sent
52.608 ACK: 2053 | received
52.624 pkt: 2061 | sent
52.624 ACK: 2054 | received
52.640 pkt: 2062 | sent
52.671 ACK: 2055 | received
52.686 pkt: 2063 | sent
52.686 ACK: 2056 | received
52.702 pkt: 2064 | sent
52.718 ACK: 2057 | received
52.718 pkt: 2065 | sent
52.733 ACK: 2058 | received
52.733 pkt: 2066 | sent
52.749 ACK: 2059 | received
52.749 pkt: 2067 | sent
52.780 ACK: 2060 | received
52.780 pkt: 2068 | sent
52.796 ACK: 2061 | received
52.796 pkt: 2069 | sent
52.811 ACK: 2062 | received
52.811 pkt: 2070 | sent
52.827 ACK: 2063 | received
52.843 pkt: 2071 | sent
52.843 ACK: 2064 | received
52.858 pkt: 2072 | sent
52.890 ACK: 2065 | received
52.890 pkt: 2073 | sent
52.905 ACK: 2066 | received
52.905 pkt: 2074 | sent
52.921 ACK: 2067 | received
52.921 pkt: 2075 | sent
52.936 ACK: 2068 | received
52.952 pkt: 2076 | sent
52.968 ACK: 2069 | received
52.968 pkt: 2077 | sent
52.999 ACK: 2070 | received
52.999 pkt: 2078 | sent
53.015 ACK: 2071 | received
53.029 pkt: 2079 | sent
53.044 ACK: 2072 | received
53.044 pkt: 2080 | sent
53.060 ACK: 2073 | received
53.075 pkt: 2081 | sent
53.091 ACK: 2074 | received
53.091 pkt: 2082 | sent
53.122 ACK: 2075 | received
53.138 pkt: 2083 | sent
53.154 ACK: 2076 | received
53.154 pkt: 2084 | sent
53.169 ACK: 2077 | received
53.185 pkt: 2085 | sent
53.185 ACK: 2078 | received
53.200 pkt: 2086 | sent
53.216 ACK: 2079 | received
53.232 pkt: 2087 | sent
53.247 ACK: 2080 | received
53.263 pkt: 2088 | sent
53.278 ACK: 2081 | received
53.278 pkt: 2089 | sent
53.310 ACK: 2082 | received
53.325 pkt: 2090 | sent
53.325 ACK: 2083 | received
53.341 pkt: 2091 | sent
53.357 ACK: 2084 | received
53.357 pkt: 2092 | sent
53.372 ACK: 2085 | received
53.394 pkt: 2093 | sent
53.404 ACK: 2086 | received
53.414 pkt: 2094 | sent
53.421 ACK: 2087 | received
53.436 pkt: 2095 | sent
53.436 ACK: 2088 | received
53.452 pkt: 2096 | sent
53.483 ACK: 2089 | received
53.483 pkt: 2097 | sent
53.499 ACK: 2090 | received
53.514 pkt: 2098 | sent
53.514 ACK: 2091 | received
53.530 pkt: 2099 | sent
53.530 ACK: 2092 | received
53.545 pkt: 2100 | sent
53.545 ACK: 2093 | received
53.561 pkt: 2101 | sent
53.577 ACK: 2094 | received
53.577 pkt: 2102 | sent
53.592 ACK: 2095 | received
53.592 pkt: 2103 | sent
53.608 ACK: 2096 | received
53.608 pkt: 2104 | sent
53.624 ACK: 2097 | received
53.639 pkt: 2105 | sent
53.639 ACK: 2098 | received
53.655 pkt: 2106 | sent
53.655 ACK: 2099 | received
53.670 pkt: 2107 | sent
53.686 ACK: 2100 | received
53.686 pkt: 2108 | sent
53.702 ACK: 2101 | received
53.702 pkt: 2109 | sent
53.717 ACK: 2102 | received
53.717 pkt: 2110 | sent
53.733 ACK: 2103 | received
53.733 pkt: 2111 | sent
53.749 ACK: 2104 | received
53.749 pkt: 2112 | sent
53.764 ACK: 2105 | received
53.780 pkt: 2113 | sent
53.780 ACK: 2106 | received
53.795 pkt: 2114 | sent
53.795 ACK: 2107 | received
53.811 pkt: 2115 | sent
53.827 ACK: 2108 | received
53.827 pkt: 2116 | sent
53.842 ACK: 2109 | received
53.842 pkt: 2117 | sent
53.858 ACK: 2110 | received
53.858 pkt: 2118 | sent
53.874 ACK: 2111 | received
53.874 pkt: 2119 | sent
53.889 ACK: 2112 | received
53.889 pkt: 2120 | sent
53.905 ACK: 2113 | received
53.905 pkt: 2121 | sent
53.920 ACK: 2114 | received
53.936 pkt: 2122 | sent
53.936 ACK: 2115 | received
53.952 pkt: 2123 | sent
53.967 ACK: 2116 | received
53.967 pkt: 2124 | sent
53.983 ACK: 2117 | received
53.999 pkt: 2125 | sent
54.014 ACK: 2118 | received
54.014 pkt: 2126 | sent
54.030 ACK: 2119 | received
54.045 pkt: 2127 | sent
54.061 ACK: 2120 | received
54.061 pkt: 2128 | sent
54.077 ACK: 2121 | received
54.092 pkt: 2129 | sent
54.108 ACK: 2122 | received
54.108 pkt: 2130 | sent
54.123 ACK: 2123 | received
54.123 pkt: 2131 | sent
54.139 ACK: 2124 | received
54.155 pkt: 2132 | sent
54.170 ACK: 2125 | received
54.170 pkt: 2133 | sent
54.186 ACK: 2126 | received
54.202 pkt: 2134 | sent
54.202 ACK: 2127 | received
54.217 pkt: 2135 | sent
54.233 ACK: 2128 | received
54.233 pkt: 2136 | sent
54.248 ACK: 2129 | received
54.264 pkt: 2137 | sent
54.280 ACK: 2130 | received
54.280 pkt: 2138 | sent
54.295 ACK: 2131 | received
54.311 pkt: 2139 | sent
54.311 ACK: 2132 | received
54.327 pkt: 2140 | sent
54.342 ACK: 2133 | received
54.342 pkt: 2141 | sent
54.358 ACK: 2134 | received
54.373 pkt: 2142 | sent
54.391 ACK: 2135 | received
54.399 pkt: 2143 | sent
54.413 ACK: 2136 | received
54.420 pkt: 2144 | sent
54.421 ACK: 2137 | received
54.437 pkt: 2145 | sent
54.452 ACK: 2138 | received
54.452 pkt: 2146 | sent
54.472 ACK: 2139 | received
54.472 pkt: 2147 | sent
54.488 ACK: 2140 | received
54.488 pkt: 2148 | sent
54.504 ACK: 2141 | received
54.519 pkt: 2149 | sent
54.519 ACK: 2142 | received
54.535 pkt: 2150 | sent
54.550 ACK: 2143 | received
54.550 pkt: 2151 | sent
54.566 ACK: 2144 | received
54.566 pkt: 2152 | sent
54.582 ACK: 2145 | received
54.582 pkt: 2153 | sent
54.597 ACK: 2146 | received
54.597 pkt: 2154 | sent
54.613 ACK: 2147 | received
54.613 pkt: 2155 | sent
54.629 ACK: 2148 | received
54.644 pkt: 2156 | sent
54.644 ACK: 2149 | received
54.660 pkt: 2157 | sent
54.660 ACK: 2150 | received
54.675 pkt: 2158 | sent
54.675 ACK: 2151 | received
54.691 pkt: 2159 | sent
54.691 ACK: 2152 | received
54.707 pkt: 2160 | sent
54.722 ACK: 2153 | received
54.722 pkt: 2161 | sent
54.738 ACK: 2154 | received
54.738 pkt: 2162 | sent
54.753 ACK: 2155 | received
54.753 pkt: 2163 | sent
54.769 ACK: 2156 | received
54.785 pkt: 2164 | sent
54.785 ACK: 2157 | received
54.800 pkt: 2165 | sent
54.800 ACK: 2158 | received
54.816 pkt: 2166 | sent
54.832 ACK: 2159 | received
54.832 pkt: 2167 | sent
54.847 ACK: 2160 | received
54.847 pkt: 2168 | sent
54.863 ACK: 2161 | received
54.863 pkt: 2169 | sent
54.878 ACK: 2162 | received
54.878 pkt: 2170 | sent
54.894 ACK: 2163 | received
54.894 pkt: 2171 | sent
54.910 ACK: 2164 | received
54.925 pkt: 2172 | sent
54.925 ACK: 2165 | received
54.941 pkt: 2173 | sent
54.941 ACK: 2166 | received
54.957 pkt: 2174 | sent
54.972 ACK: 2167 | received
54.972 pkt: 2175 | sent
54.988 ACK: 2168 | received
54.988 pkt: 2176 | sent
55.003 ACK: 2169 | received
55.019 pkt: 2177 | sent
55.035 ACK: 2170 | received
55.035 pkt: 2178 | sent
55.050 ACK: 2171 | received
55.066 pkt: 2179 | sent
55.082 ACK: 2172 | received
55.082 pkt: 2180 | sent
55.097 ACK: 2173 | received
55.097 pkt: 2181 | sent
55.113 ACK: 2174 | received
55.128 pkt: 2182 | sent
55.144 ACK: 2175 | received
55.144 pkt: 2183 | sent
55.160 ACK: 2176 | received
55.175 pkt: 2184 | sent
55.192 ACK: 2177 | received
55.200 pkt: 2185 | sent
55.201 ACK: 2178 | received
55.217 pkt: 2186 | sent
55.232 ACK: 2179 | received
55.232 pkt: 2187 | sent
55.248 ACK: 2180 | received
55.263 pkt: 2188 | sent
55.279 ACK: 2181 | received
55.279 pkt: 2189 | sent
55.295 ACK: 2182 | received
55.310 pkt: 2190 | sent
55.326 ACK: 2183 | received
55.326 pkt: 2191 | sent
55.341 ACK: 2184 | received
55.357 pkt: 2192 | sent
55.373 ACK: 2185 | received
55.373 pkt: 2193 | sent
55.398 ACK: 2186 | received
55.406 pkt: 2194 | sent
55.419 ACK: 2187 | received
55.421 pkt: 2195 | sent
55.437 ACK: 2188 | received
55.452 pkt: 2196 | sent
55.468 ACK: 2189 | received
55.483 pkt: 2197 | sent
55.483 ACK: 2190 | received
55.499 pkt: 2198 | sent
55.515 ACK: 2191 | received
55.515 pkt: 2199 | sent
55.530 ACK: 2192 | received
55.546 pkt: 2200 | sent
55.561 ACK: 2193 | received
55.577 pkt: 2201 | sent
55.577 ACK: 2194 | received
55.593 pkt: 2202 | sent
55.608 ACK: 2195 | received
55.624 pkt: 2203 | sent
55.644 ACK: 2196 | received
55.644 pkt: 2204 | sent
55.660 ACK: 2197 | received
55.676 pkt: 2205 | sent
55.691 ACK: 2198 | received
55.707 pkt: 2206 | sent
55.722 ACK: 2199 | received
55.722 pkt: 2207 | sent
55.754 ACK: 2200 | received
55.769 pkt: 2208 | sent
55.785 ACK: 2201 | received
55.785 pkt: 2209 | sent
55.801 ACK: 2202 | received
55.816 pkt: 2210 | sent
55.832 ACK: 2203 | received
55.847 pkt: 2211 | sent
55.863 ACK: 2204 | received
55.879 pkt: 2212 | sent
55.894 ACK: 2205 | received
55.894 pkt: 2213 | sent
55.910 ACK: 2206 | received
55.926 pkt: 2214 | sent
55.941 ACK: 2207 | received
55.957 pkt: 2215 | sent
55.972 ACK: 2208 | received
55.988 pkt: 2216 | sent
56.004 ACK: 2209 | received
56.004 pkt: 2217 | sent
56.030 ACK: 2210 | received
56.046 pkt: 2218 | sent
56.061 ACK: 2211 | received
56.077 pkt: 2219 | sent
56.093 ACK: 2212 | received
56.093 pkt: 2220 | sent
56.108 ACK: 2213 | received
56.124 pkt: 2221 | sent
56.140 ACK: 2214 | received
56.155 pkt: 2222 | sent
56.171 ACK: 2215 | received
56.171 pkt: 2223 | sent
56.202 ACK: 2216 | received
56.202 pkt: 2224 | sent
56.218 ACK: 2217 | received
56.233 pkt: 2225 | sent
56.249 ACK: 2218 | received
56.265 pkt: 2226 | sent
56.280 ACK: 2219 | received
56.280 pkt: 2227 | sent
56.311 ACK: 2220 | received
56.311 pkt: 2228 | sent
56.327 ACK: 2221 | received
56.343 pkt: 2229 | sent
56.365 ACK: 2222 | received
56.374 pkt: 2230 | sent
56.391 ACK: 2223 | received
56.401 pkt: 2231 | sent
56.412 ACK: 2224 | received
56.427 pkt: 2232 | sent
56.443 ACK: 2225 | received
56.443 pkt: 2233 | sent
56.459 ACK: 2226 | received
56.474 pkt: 2234 | sent
56.490 ACK: 2227 | received
56.505 pkt: 2235 | sent
56.521 ACK: 2228 | received
56.537 pkt: 2236 | sent
56.537 ACK: 2229 | received
56.552 pkt: 2237 | sent
56.568 ACK: 2230 | received
56.583 pkt: 2238 | sent
56.599 ACK: 2231 | received
56.599 pkt: 2239 | sent
56.630 ACK: 2232 | received
56.630 pkt: 2240 | sent
56.646 ACK: 2233 | received
56.662 pkt: 2241 | sent
56.677 ACK: 2234 | received
56.677 pkt: 2242 | sent
56.693 ACK: 2235 | received
56.708 pkt: 2243 | sent
56.724 ACK: 2236 | received
56.740 pkt: 2244 | sent
56.755 ACK: 2237 | received
56.755 pkt: 2245 | sent
56.771 ACK: 2238 | received
56.787 pkt: 2246 | sent
56.802 ACK: 2239 | received
56.818 pkt: 2247 | sent
56.833 ACK: 2240 | received
56.833 pkt: 2248 | sent
56.849 ACK: 2241 | received
56.865 pkt: 2249 | sent
56.880 ACK: 2242 | received
56.896 pkt: 2250 | sent
56.912 ACK: 2243 | received
56.912 pkt: 2251 | sent
56.927 ACK: 2244 | received
56.943 pkt: 2252 | sent
56.958 ACK: 2245 | received
56.974 pkt: 2253 | sent
56.990 ACK: 2246 | received
56.990 pkt: 2254 | sent
57.005 ACK: 2247 | received
57.021 pkt: 2255 | sent
57.036 ACK: 2248 | received
57.052 pkt: 2256 | sent
57.068 ACK: 2249 | received
57.083 pkt: 2257 | sent
57.099 ACK: 2250 | received
57.115 pkt: 2258 | sent
57.130 ACK: 2251 | received
57.130 pkt: 2259 | sent
57.146 ACK: 2252 | received
57.161 pkt: 2260 | sent
57.177 ACK: 2253 | received
57.193 pkt: 2261 | sent
57.193 ACK: 2254 | received
57.208 pkt: 2262 | sent
57.224 ACK: 2255 | received
57.240 pkt: 2263 | sent
57.255 ACK: 2256 | received
57.271 pkt: 2264 | sent
57.302 ACK: 2257 | received
57.302 pkt: 2265 | sent
57.318 ACK: 2258 | received
57.333 pkt: 2266 | sent
57.349 ACK: 2259 | received
57.365 pkt: 2267 | sent
57.380 ACK: 2260 | received
57.380 pkt: 2268 | sent
57.407 ACK: 2261 | received
57.419 pkt: 2269 | sent
57.436 ACK: 2262 | received
57.436 pkt: 2270 | sent
57.452 ACK: 2263 | received
57.452 pkt: 2271 | sent
57.467 ACK: 2264 | received
57.483 pkt: 2272 | sent
57.499 ACK: 2265 | received
57.514 pkt: 2273 | sent
57.530 ACK: 2266 | received
57.545 pkt: 2274 | sent
57.545 ACK: 2267 | received
57.561 pkt: 2275 | sent
57.577 ACK: 2268 | received
57.577 pkt: 2276 | sent
57.592 ACK: 2269 | received
57.608 pkt: 2277 | sent
57.623 ACK: 2270 | received
57.639 pkt: 2278 | sent
57.655 ACK: 2271 | received
57.655 pkt: 2279 | sent
57.670 ACK: 2272 | received
57.686 pkt: 2280 | sent
57.702 ACK: 2273 | received
57.717 pkt: 2281 | sent
57.733 ACK: 2274 | received
57.748 pkt: 2282 | sent
57.764 ACK: 2275 | received
57.780 pkt: 2283 | sent
57.795 ACK: 2276 | received
57.795 pkt: 2284 | sent
57.811 ACK: 2277 | received
57.827 pkt: 2285 | sent
57.842 ACK: 2278 | received
57.858 pkt: 2286 | sent
57.873 ACK: 2279 | received
57.873 pkt: 2287 | sent
57.889 ACK: 2280 | received
57.905 pkt: 2288 | sent
57.920 ACK: 2281 | received
57.920 pkt: 2289 | sent
57.936 ACK: 2282 | received
57.952 pkt: 2290 | sent
57.967 ACK: 2283 | received
57.983 pkt: 2291 | sent
57.998 ACK: 2284 | received
58.014 pkt: 2292 | sent
58.039 ACK: 2285 | received
58.045 pkt: 2293 | sent
58.061 ACK: 2286 | received
58.076 pkt: 2294 | sent
58.092 ACK: 2287 | received
58.092 pkt: 2295 | sent
58.108 ACK: 2288 | received
58.123 pkt: 2296 | sent
58.139 ACK: 2289 | received
58.154 pkt: 2297 | sent
58.170 ACK: 2290 | received
58.186 pkt: 2298 | sent
58.201 ACK: 2291 | received
58.201 pkt: 2299 | sent
58.217 ACK: 2292 | received
58.233 pkt: 2300 | sent
58.248 ACK: 2293 | received
58.248 pkt: 2301 | sent
58.264 ACK: 2294 | received
58.279 pkt: 2302 | sent
58.295 ACK: 2295 | received
58.311 pkt: 2303 | sent
58.326 ACK: 2296 | received
58.326 pkt: 2304 | sent
58.342 ACK: 2297 | received
58.357 pkt: 2305 | sent
58.373 ACK: 2298 | received
58.391 pkt: 2306 | sent
58.407 ACK: 2299 | received
58.418 pkt: 2307 | sent
58.422 ACK: 2300 | received
58.437 pkt: 2308 | sent
58.458 ACK: 2301 | received
58.460 pkt: 2309 | sent
58.475 ACK: 2302 | received
58.491 pkt: 2310 | sent
58.506 ACK: 2303 | received
58.522 pkt: 2311 | sent
58.533 ACK: 2304 | received
58.533 pkt: 2312 | sent
58.548 ACK: 2305 | received
58.564 pkt: 2313 | sent
58.580 ACK: 2306 | received
58.595 pkt: 2314 | sent
58.611 ACK: 2307 | received
58.626 pkt: 2315 | sent
58.642 ACK: 2308 | received
58.642 pkt: 2316 | sent
58.658 ACK: 2309 | received
58.673 pkt: 2317 | sent
58.689 ACK: 2310 | received
58.704 pkt: 2318 | sent
58.704 ACK: 2311 | received
58.720 pkt: 2319 | sent
58.736 ACK: 2312 | received
58.736 pkt: 2320 | sent
58.751 ACK: 2313 | received
58.767 pkt: 2321 | sent
58.767 ACK: 2314 | received
58.783 pkt: 2322 | sent
