0.012 pkt: 0 | received
48.954 ACK: 1868 | sent
48.970 pkt: 1869 | received
48.970 ACK: 1869 | sent
48.986 pkt: 1870 | received
49.001 ACK: 1870 | sent
49.001 pkt: 1871 | received
49.017 ACK: 1871 | sent
49.033 pkt: 1872 | received
49.033 ACK: 1872 | sent
49.048 pkt: 1873 | received
49.048 ACK: 1873 | sent
49.064 pkt: 1874 | received
49.064 ACK: 1874 | sent
49.079 pkt: 1875 | received
49.079 ACK: 1875 | sent
49.095 pkt: 1876 | received
49.111 ACK: 1876 | sent
49.111 pkt: 1877 | received
49.126 ACK: 1877 | sent
49.142 pkt: 1878 | received
49.142 ACK: 1878 | sent
49.158 pkt: 1879 | received
49.158 ACK: 1879 | sent
49.173 pkt: 1880 | received
49.173 ACK: 1880 | sent
49.189 pkt: 1881 | received
49.189 ACK: 1881 | sent
49.204 pkt: 1882 | received
49.204 ACK: 1882 | sent
49.220 pkt: 1883 | received
49.220 ACK: 1883 | sent
49.236 pkt: 1884 | received
49.251 ACK: 1884 | sent
49.251 pkt: 1885 | received
49.267 ACK: 1885 | sent
49.267 pkt: 1886 | received
49.282 ACK: 1886 | sent
49.282 pkt: 1887 | received
49.298 ACK: 1887 | sent
49.314 pkt: 1888 | received
49.314 ACK: 1888 | sent
49.329 pkt: 1889 | received
49.329 ACK: 1889 | sent
49.345 pkt: 1890 | received
49.345 ACK: 1890 | sent
49.376 pkt: 1891 | received
49.376 ACK: 1891 | sent
49.393 pkt: 1892 | received
49.401 ACK: 1892 | sent
49.412 pkt: 1893 | received
49.418 ACK: 1893 | sent
49.418 pkt: 1894 | received
49.434 ACK: 1894 | sent
49.434 pkt: 1895 | received
49.449 ACK: 1895 | sent
49.465 pkt: 1896 | received
49.465 ACK: 1896 | sent
49.480 pkt: 1897 | received
49.480 ACK: 1897 | sent
49.512 pkt: 1898 | received
49.512 ACK: 1898 | sent
49.527 pkt: 1899 | received
49.527 ACK: 1899 | sent
49.543 pkt: 1900 | received
49.543 ACK: 1900 | sent
49.558 pkt: 1901 | received
49.574 ACK: 1901 | sent
49.574 pkt: 1902 | received
49.590 ACK: 1902 | sent
49.605 pkt: 1903 | received
49.605 ACK: 1903 | sent
49.621 pkt: 1904 | received
49.621 ACK: 1904 | sent
49.637 pkt: 1905 | received
49.637 ACK: 1905 | sent
49.652 pkt: 1906 | received
49.652 ACK: 1906 | sent
49.668 pkt: 1907 | received
49.668 ACK: 1907 | sent
49.683 pkt: 1908 | received
49.683 ACK: 1908 | sent
49.699 pkt: 1909 | received
49.699 ACK: 1909 | sent
49.715 pkt: 1910 | received
49.715 ACK: 1910 | sent
49.730 pkt: 1911 | received
49.730 ACK: 1911 | sent
49.746 pkt: 1912 | received
49.762 ACK: 1912 | sent
49.762 pkt: 1913 | received
49.777 ACK: 1913 | sent
49.777 pkt: 1914 | received
49.793 ACK: 1914 | sent
49.793 pkt: 1915 | received
49.808 ACK: 1915 | sent
49.808 pkt: 1916 | received
49.824 ACK: 1916 | sent
49.840 pkt: 1917 | received
49.840 ACK: 1917 | sent
49.855 pkt: 1918 | received
49.855 ACK: 1918 | sent
49.871 pkt: 1919 | received
49.871 ACK: 1919 | sent
49.887 pkt: 1920 | received
49.887 ACK: 1920 | sent
49.902 pkt: 1921 | received
49.902 ACK: 1921 | sent
49.918 pkt: 1922 | received
49.918 ACK: 1922 | sent
49.933 pkt: 1923 | received
49.949 ACK: 1923 | sent
49.965 pkt: 1924 | received
49.965 ACK: 1924 | sent
49.980 pkt: 1925 | received
49.980 ACK: 1925 | sent
49.996 pkt: 1926 | received
49.996 ACK: 1926 | sent
50.012 pkt: 1927 | received
50.012 ACK: 1927 | sent
50.040 pkt: 1928 | received
50.041 ACK: 1928 | sent
50.057 pkt: 1929 | received
50.057 ACK: 1929 | sent
50.073 pkt: 1930 | received
50.073 ACK: 1930 | sent
50.088 pkt: 1931 | received
50.088 ACK: 1931 | sent
50.104 pkt: 1932 | received
50.104 ACK: 1932 | sent
50.119 pkt: 1933 | received
50.119 ACK: 1933 | sent
50.135 pkt: 1934 | received
50.135 ACK: 1934 | sent
50.151 pkt: 1935 | received
50.151 ACK: 1935 | sent
50.166 pkt: 1936 | received
50.166 ACK: 1936 | sent
50.182 pkt: 1937 | received
50.182 ACK: 1937 | sent
50.197 pkt: 1938 | received
50.197 ACK: 1938 | sent
50.213 pkt: 1939 | received
50.229 ACK: 1939 | sent
50.229 pkt: 1940 | received
50.244 ACK: 1940 | sent
50.244 pkt: 1941 | received
50.260 ACK: 1941 | sent
50.260 pkt: 1942 | received
50.276 ACK: 1942 | sent
50.276 pkt: 1943 | received
50.291 ACK: 1943 | sent
50.307 pkt: 1944 | received
50.307 ACK: 1944 | sent
50.322 pkt: 1945 | received
50.322 ACK: 1945 | sent
50.338 pkt: 1946 | received
50.338 ACK: 1946 | sent
50.354 pkt: 1947 | received
50.354 ACK: 1947 | sent
50.369 pkt: 1948 | received
50.369 ACK: 1948 | sent
50.391 pkt: 1949 | received
50.396 ACK: 1949 | sent
50.409 pkt: 1950 | received
50.415 ACK: 1950 | sent
50.418 pkt: 1951 | received
50.433 ACK: 1951 | sent
50.433 pkt: 1952 | received
50.449 ACK: 1952 | sent
50.449 pkt: 1953 | received
50.464 ACK: 1953 | sent
50.480 pkt: 1954 | received
50.480 ACK: 1954 | sent
50.496 pkt: 1955 | received
50.511 ACK: 1955 | sent
50.525 pkt: 1956 | received
50.541 ACK: 1956 | sent
50.541 pkt: 1957 | received
50.556 ACK: 1957 | sent
50.556 pkt: 1958 | received
50.572 ACK: 1958 | sent
50.588 pkt: 1959 | received
50.588 ACK: 1959 | sent
50.603 pkt: 1960 | received
50.619 ACK: 1960 | sent
50.634 pkt: 1961 | received
50.634 ACK: 1961 | sent
50.650 pkt: 1962 | received
50.666 ACK: 1962 | sent
50.681 pkt: 1963 | received
50.681 ACK: 1963 | sent
50.697 pkt: 1964 | received
50.713 ACK: 1964 | sent
50.728 pkt: 1965 | received
50.728 ACK: 1965 | sent
50.744 pkt: 1966 | received
50.759 ACK: 1966 | sent
50.775 pkt: 1967 | received
50.775 ACK: 1967 | sent
50.791 pkt: 1968 | received
50.791 ACK: 1968 | sent
50.806 pkt: 1969 | received
50.822 ACK: 1969 | sent
50.838 pkt: 1970 | received
50.838 ACK: 1970 | sent
50.853 pkt: 1971 | received
50.853 ACK: 1971 | sent
50.869 pkt: 1972 | received
50.869 ACK: 1972 | sent
50.884 pkt: 1973 | received
50.884 ACK: 1973 | sent
50.900 pkt: 1974 | received
50.900 ACK: 1974 | sent
50.916 pkt: 1975 | received
50.916 ACK: 1975 | sent
50.931 pkt: 1976 | received
50.947 ACK: 1976 | sent
50.947 pkt: 1977 | received
50.963 ACK: 1977 | sent
50.978 pkt: 1978 | received
50.978 ACK: 1978 | sent
50.994 pkt: 1979 | received
50.994 ACK: 1979 | sent
51.009 pkt: 1980 | received
51.009 ACK: 1980 | sent
51.025 pkt: 1981 | received
51.025 ACK: 1981 | sent
51.041 pkt: 1982 | received
51.056 ACK: 1982 | sent
51.056 pkt: 1983 | received
51.072 ACK: 1983 | sent
51.072 pkt: 1984 | received
51.087 ACK: 1984 | sent
51.103 pkt: 1985 | received
51.103 ACK: 1985 | sent
51.119 pkt: 1986 | received
51.134 ACK: 1986 | sent
51.150 pkt: 1987 | received
51.150 ACK: 1987 | sent
51.166 pkt: 1988 | received
51.181 ACK: 1988 | sent
51.197 pkt: 1989 | received
51.197 ACK: 1989 | sent
51.212 pkt: 1990 | received
51.228 ACK: 1990 | sent
51.244 pkt: 1991 | received
51.244 ACK: 1991 | sent
51.259 pkt: 1992 | received
51.275 ACK: 1992 | sent
51.291 pkt: 1993 | received
51.291 ACK: 1993 | sent
51.306 pkt: 1994 | received
51.306 ACK: 1994 | sent
51.322 pkt: 1995 | received
51.337 ACK: 1995 | sent
51.353 pkt: 1996 | received
51.353 ACK: 1996 | sent
51.369 pkt: 1997 | received
51.369 ACK: 1997 | sent
51.395 pkt: 1998 | received
51.401 ACK: 1998 | sent
51.412 pkt: 1999 | received
51.419 ACK: 1999 | sent
51.419 pkt: 2000 | received
51.435 ACK: 2000 | sent
51.435 pkt: 2001 | received
51.456 ACK: 2001 | sent
51.457 pkt: 2002 | received
51.473 ACK: 2002 | sent
51.473 pkt: 2003 | received
51.488 ACK: 2003 | sent
51.488 pkt: 2004 | received
51.510 ACK: 2004 | sent
51.521 pkt: 2005 | received
51.527 ACK: 2005 | sent
51.528 pkt: 2006 | received
51.543 ACK: 2006 | sent
51.543 pkt: 2007 | received
51.559 ACK: 2007 | sent
51.575 pkt: 2008 | received
51.575 ACK: 2008 | sent
51.590 pkt: 2009 | received
51.590 ACK: 2009 | sent
51.606 pkt: 2010 | received
51.606 ACK: 2010 | sent
51.622 pkt: 2011 | received
51.622 ACK: 2011 | sent
51.637 pkt: 2012 | received
51.637 ACK: 2012 | sent
51.653 pkt: 2013 | received
51.653 ACK: 2013 | sent
51.668 pkt: 2014 | received
51.668 ACK: 2014 | sent
51.684 pkt: 2015 | received
51.684 ACK: 2015 | sent
51.700 pkt: 2016 | received
51.715 ACK: 2016 | sent
51.715 pkt: 2017 | received
51.715 ACK: 2017 | sent
51.731 pkt: 2018 | received
51.747 ACK: 2018 | sent
51.747 pkt: 2019 | received
51.762 ACK: 2019 | sent
51.762 pkt: 2020 | received
51.778 ACK: 2020 | sent
51.778 pkt: 2021 | received
51.793 ACK: 2021 | sent
51.793 pkt: 2022 | received
51.809 ACK: 2022 | sent
51.825 pkt: 2023 | received
51.825 ACK: 2023 | sent
51.840 pkt: 2024 | received
51.840 ACK: 2024 | sent
51.856 pkt: 2025 | received
51.856 ACK: 2025 | sent
51.871 pkt: 2026 | received
51.871 ACK: 2026 | sent
51.887 pkt: 2027 | received
51.887 ACK: 2027 | sent
51.903 pkt: 2028 | received
51.903 ACK: 2028 | sent
51.918 pkt: 2029 | received
51.918 ACK: 2029 | sent
51.934 pkt: 2030 | received
51.950 ACK: 2030 | sent
51.965 pkt: 2031 | received
51.965 ACK: 2031 | sent
51.981 pkt: 2032 | received
51.981 ACK: 2032 | sent
51.996 pkt: 2033 | received
52.012 ACK: 2033 | sent
52.043 pkt: 2034 | received
52.043 ACK: 2034 | sent
52.059 pkt: 2035 | received
52.075 ACK: 2035 | sent
52.090 pkt: 2036 | received
52.090 ACK: 2036 | sent
52.106 pkt: 2037 | received
52.106 ACK: 2037 | sent
52.121 pkt: 2038 | received
52.137 ACK: 2038 | sent
52.153 pkt: 2039 | received
52.153 ACK: 2039 | sent
52.168 pkt: 2040 | received
52.184 ACK: 2040 | sent
52.200 pkt: 2041 | received
52.200 ACK: 2041 | sent
52.215 pkt: 2042 | received
52.231 ACK: 2042 | sent
52.231 pkt: 2043 | received
52.246 ACK: 2043 | sent
52.262 pkt: 2044 | received
52.262 ACK: 2044 | sent
52.278 pkt: 2045 | received
52.293 ACK: 2045 | sent
52.309 pkt: 2046 | received
52.309 ACK: 2046 | sent
52.325 pkt: 2047 | received
52.325 ACK: 2047 | sent
52.340 pkt: 2048 | received
52.356 ACK: 2048 | sent
52.356 pkt: 2049 | received
52.371 ACK: 2049 | sent
52.392 pkt: 2050 | received
52.398 ACK: 2050 | sent
52.415 pkt: 2051 | received
52.419 ACK: 2051 | sent
52.419 pkt: 2052 | received
52.435 ACK: 2052 | sent
52.451 pkt: 2053 | received
52.466 ACK: 2053 | sent
52.484 pkt: 2054 | received
52.492 ACK: 2054 | sent
52.512 pkt: 2055 | received
52.512 ACK: 2055 | sent
52.527 pkt: 2056 | received
52.527 ACK: 2056 | sent
52.543 pkt: 2057 | received
52.559 ACK: 2057 | sent
52.574 pkt: 2058 | received
52.574 ACK: 2058 | sent
52.590 pkt: 2059 | received
52.590 ACK: 2059 | sent
52.605 pkt: 2060 | received
52.605 ACK: 2060 | sent
52.621 pkt: 2061 | received
52.621 ACK: 2061 | sent
52.668 pkt: 2062 | received
52.668 ACK: 2062 | sent
52.683 pkt: 2063 | received
52.683 ACK: 2063 | sent
52.699 pkt: 2064 | received
52.715 ACK: 2064 | sent
52.715 pkt: 2065 | received
52.730 ACK: 2065 | sent
52.730 pkt: 2066 | received
52.746 ACK: 2066 | sent
52.762 pkt: 2067 | received
52.762 ACK: 2067 | sent
52.793 pkt: 2068 | received
52.793 ACK: 2068 | sent
52.808 pkt: 2069 | received
52.808 ACK: 2069 | sent
52.824 pkt: 2070 | received
52.824 ACK: 2070 | sent
52.840 pkt: 2071 | received
52.855 ACK: 2071 | sent
52.855 pkt: 2072 | received
52.871 ACK: 2072 | sent
52.887 pkt: 2073 | received
52.902 ACK: 2073 | sent
52.902 pkt: 2074 | received
52.918 ACK: 2074 | sent
52.933 pkt: 2075 | received
52.933 ACK: 2075 | sent
52.949 pkt: 2076 | received
52.965 ACK: 2076 | sent
52.980 pkt: 2077 | received
52.980 ACK: 2077 | sent
52.996 pkt: 2078 | received
53.012 ACK: 2078 | sent
53.026 pkt: 2079 | received
53.041 ACK: 2079 | sent
53.057 pkt: 2080 | received
53.057 ACK: 2080 | sent
53.072 pkt: 2081 | received
53.088 ACK: 2081 | sent
53.104 pkt: 2082 | received
53.104 ACK: 2082 | sent
53.135 pkt: 2083 | received
53.151 ACK: 2083 | sent
53.151 pkt: 2084 | received
53.166 ACK: 2084 | sent
53.182 pkt: 2085 | received
53.182 ACK: 2085 | sent
53.213 pkt: 2086 | received
53.229 ACK: 2086 | sent
53.244 pkt: 2087 | received
53.260 ACK: 2087 | sent
53.275 pkt: 2088 | received
53.275 ACK: 2088 | sent
53.307 pkt: 2089 | received
53.322 ACK: 2089 | sent
53.322 pkt: 2090 | received
53.338 ACK: 2090 | sent
53.354 pkt: 2091 | received
53.354 ACK: 2091 | sent
53.369 pkt: 2092 | received
53.390 ACK: 2092 | sent
53.402 pkt: 2093 | received
53.411 ACK: 2093 | sent
53.418 pkt: 2094 | received
53.418 ACK: 2094 | sent
53.433 pkt: 2095 | received
53.449 ACK: 2095 | sent
53.480 pkt: 2096 | received
53.480 ACK: 2096 | sent
53.496 pkt: 2097 | received
53.511 ACK: 2097 | sent
53.511 pkt: 2098 | received
53.527 ACK: 2098 | sent
53.527 pkt: 2099 | received
53.542 ACK: 2099 | sent
53.542 pkt: 2100 | received
53.558 ACK: 2100 | sent
53.574 pkt: 2101 | received
53.574 ACK: 2101 | sent
53.589 pkt: 2102 | received
53.589 ACK: 2102 | sent
53.605 pkt: 2103 | received
53.605 ACK: 2103 | sent
53.621 pkt: 2104 | received
53.621 ACK: 2104 | sent
53.636 pkt: 2105 | received
53.636 ACK: 2105 | sent
53.652 pkt: 2106 | received
53.652 ACK: 2106 | sent
53.667 pkt: 2107 | received
53.683 ACK: 2107 | sent
53.683 pkt: 2108 | received
53.699 ACK: 2108 | sent
53.699 pkt: 2109 | received
53.714 ACK: 2109 | sent
53.714 pkt: 2110 | received
53.730 ACK: 2110 | sent
53.746 pkt: 2111 | received
53.746 ACK: 2111 | sent
53.761 pkt: 2112 | received
53.761 ACK: 2112 | sent
53.777 pkt: 2113 | received
53.777 ACK: 2113 | sent
53.792 pkt: 2114 | received
53.792 ACK: 2114 | sent
53.808 pkt: 2115 | received
53.808 ACK: 2115 | sent
53.824 pkt: 2116 | received
53.839 ACK: 2116 | sent
53.839 pkt: 2117 | received
53.855 ACK: 2117 | sent
53.855 pkt: 2118 | received
53.871 ACK: 2118 | sent
53.886 pkt: 2119 | received
53.886 ACK: 2119 | sent
53.902 pkt: 2120 | received
53.902 ACK: 2120 | sent
53.917 pkt: 2121 | received
53.917 ACK: 2121 | sent
53.933 pkt: 2122 | received
53.933 ACK: 2122 | sent
53.949 pkt: 2123 | received
53.964 ACK: 2123 | sent
53.964 pkt: 2124 | received
53.980 ACK: 2124 | sent
53.996 pkt: 2125 | received
54.011 ACK: 2125 | sent
54.027 pkt: 2126 | received
54.027 ACK: 2126 | sent
54.042 pkt: 2127 | received
54.058 ACK: 2127 | sent
54.074 pkt: 2128 | received
54.074 ACK: 2128 | sent
54.089 pkt: 2129 | received
54.105 ACK: 2129 | sent
54.105 pkt: 2130 | received
54.120 ACK: 2130 | sent
54.136 pkt: 2131 | received
54.136 ACK: 2131 | sent
54.152 pkt: 2132 | received
54.167 ACK: 2132 | sent
54.183 pkt: 2133 | received
54.183 ACK: 2133 | sent
54.199 pkt: 2134 | received
54.214 ACK: 2134 | sent
54.214 pkt: 2135 | received
54.230 ACK: 2135 | sent
54.245 pkt: 2136 | received
54.245 ACK: 2136 | sent
54.261 pkt: 2137 | received
54.277 ACK: 2137 | sent
54.292 pkt: 2138 | received
54.292 ACK: 2138 | sent
54.308 pkt: 2139 | received
54.308 ACK: 2139 | sent
54.324 pkt: 2140 | received
54.339 ACK: 2140 | sent
54.355 pkt: 2141 | received
54.355 ACK: 2141 | sent
54.370 pkt: 2142 | received
54.386 ACK: 2142 | sent
54.400 pkt: 2143 | received
54.410 ACK: 2143 | sent
54.418 pkt: 2144 | received
54.418 ACK: 2144 | sent
54.434 pkt: 2145 | received
54.449 ACK: 2145 | sent
54.467 pkt: 2146 | received
54.469 ACK: 2146 | sent
54.485 pkt: 2147 | received
54.485 ACK: 2147 | sent
54.501 pkt: 2148 | received
54.501 ACK: 2148 | sent
54.516 pkt: 2149 | received
54.516 ACK: 2149 | sent
54.532 pkt: 2150 | received
54.547 ACK: 2150 | sent
54.547 pkt: 2151 | received
54.563 ACK: 2151 | sent
54.563 pkt: 2152 | received
54.579 ACK: 2152 | sent
54.594 pkt: 2153 | received
54.594 ACK: 2153 | sent
54.610 pkt: 2154 | received
54.610 ACK: 2154 | sent
54.626 pkt: 2155 | received
54.626 ACK: 2155 | sent
54.641 pkt: 2156 | received
54.641 ACK: 2156 | sent
54.657 pkt: 2157 | received
54.657 ACK: 2157 | sent
54.672 pkt: 2158 | received
54.672 ACK: 2158 | sent
54.688 pkt: 2159 | received
54.688 ACK: 2159 | sent
54.704 pkt: 2160 | received
54.719 ACK: 2160 | sent
54.719 pkt: 2161 | received
54.735 ACK: 2161 | sent
54.750 pkt: 2162 | received
54.750 ACK: 2162 | sent
54.766 pkt: 2163 | received
54.766 ACK: 2163 | sent
54.782 pkt: 2164 | received
54.782 ACK: 2164 | sent
54.797 pkt: 2165 | received
54.797 ACK: 2165 | sent
54.813 pkt: 2166 | received
54.829 ACK: 2166 | sent
54.829 pkt: 2167 | received
54.844 ACK: 2167 | sent
54.844 pkt: 2168 | received
54.860 ACK: 2168 | sent
54.860 pkt: 2169 | received
54.875 ACK: 2169 | sent
54.891 pkt: 2170 | received
54.891 ACK: 2170 | sent
54.907 pkt: 2171 | received
54.907 ACK: 2171 | sent
54.922 pkt: 2172 | received
54.922 ACK: 2172 | sent
54.938 pkt: 2173 | received
54.938 ACK: 2173 | sent
54.954 pkt: 2174 | received
54.969 ACK: 2174 | sent
54.969 pkt: 2175 | received
54.985 ACK: 2175 | sent
55.000 pkt: 2176 | received
55.000 ACK: 2176 | sent
55.016 pkt: 2177 | received
55.032 ACK: 2177 | sent
55.047 pkt: 2178 | received
55.047 ACK: 2178 | sent
55.063 pkt: 2179 | received
55.079 ACK: 2179 | sent
55.079 pkt: 2180 | received
55.094 ACK: 2180 | sent
55.110 pkt: 2181 | received
55.110 ACK: 2181 | sent
55.125 pkt: 2182 | received
55.141 ACK: 2182 | sent
55.157 pkt: 2183 | received
55.157 ACK: 2183 | sent
55.172 pkt: 2184 | received
55.189 ACK: 2184 | sent
55.198 pkt: 2185 | received
55.198 ACK: 2185 | sent
55.214 pkt: 2186 | received
55.229 ACK: 2186 | sent
55.245 pkt: 2187 | received
55.245 ACK: 2187 | sent
55.260 pkt: 2188 | received
55.276 ACK: 2188 | sent
55.292 pkt: 2189 | received
55.292 ACK: 2189 | sent
55.307 pkt: 2190 | received
55.323 ACK: 2190 | sent
55.339 pkt: 2191 | received
55.339 ACK: 2191 | sent
55.354 pkt: 2192 | received
55.370 ACK: 2192 | sent
55.370 pkt: 2193 | received
55.394 ACK: 2193 | sent
55.408 pkt: 2194 | received
55.417 ACK: 2194 | sent
55.434 pkt: 2195 | received
55.449 ACK: 2195 | sent
55.465 pkt: 2196 | received
55.480 ACK: 2196 | sent
55.480 pkt: 2197 | received
55.496 ACK: 2197 | sent
55.496 pkt: 2198 | received
55.512 ACK: 2198 | sent
55.527 pkt: 2199 | received
55.527 ACK: 2199 | sent
55.543 pkt: 2200 | received
55.558 ACK: 2200 | sent
55.574 pkt: 2201 | received
55.590 ACK: 2201 | sent
55.605 pkt: 2202 | received
55.605 ACK: 2202 | sent
55.621 pkt: 2203 | received
55.641 ACK: 2203 | sent
55.657 pkt: 2204 | received
55.657 ACK: 2204 | sent
55.673 pkt: 2205 | received
55.688 ACK: 2205 | sent
55.704 pkt: 2206 | received
55.720 ACK: 2206 | sent
55.751 pkt: 2207 | received
55.766 ACK: 2207 | sent
55.782 pkt: 2208 | received
55.782 ACK: 2208 | sent
55.798 pkt: 2209 | received
55.813 ACK: 2209 | sent
55.829 pkt: 2210 | received
55.829 ACK: 2210 | sent
55.844 pkt: 2211 | received
55.860 ACK: 2211 | sent
55.876 pkt: 2212 | received
55.891 ACK: 2212 | sent
55.907 pkt: 2213 | received
55.907 ACK: 2213 | sent
55.923 pkt: 2214 | received
55.938 ACK: 2214 | sent
55.954 pkt: 2215 | received
55.969 ACK: 2215 | sent
55.985 pkt: 2216 | received
56.001 ACK: 2216 | sent
56.016 pkt: 2217 | received
56.027 ACK: 2217 | sent
56.043 pkt: 2218 | received
56.058 ACK: 2218 | sent
56.074 pkt: 2219 | received
56.090 ACK: 2219 | sent
56.105 pkt: 2220 | received
56.105 ACK: 2220 | sent
56.121 pkt: 2221 | received
56.137 ACK: 2221 | sent
56.152 pkt: 2222 | received
56.168 ACK: 2222 | sent
56.183 pkt: 2223 | received
56.183 ACK: 2223 | sent
56.215 pkt: 2224 | received
56.215 ACK: 2224 | sent
56.230 pkt: 2225 | received
56.246 ACK: 2225 | sent
56.262 pkt: 2226 | received
56.277 ACK: 2226 | sent
56.293 pkt: 2227 | received
56.293 ACK: 2227 | sent
56.308 pkt: 2228 | received
56.324 ACK: 2228 | sent
56.340 pkt: 2229 | received
56.361 ACK: 2229 | sent
56.376 pkt: 2230 | received
56.387 ACK: 2230 | sent
56.404 pkt: 2231 | received
56.409 ACK: 2231 | sent
56.424 pkt: 2232 | received
56.440 ACK: 2232 | sent
56.456 pkt: 2233 | received
56.456 ACK: 2233 | sent
56.471 pkt: 2234 | received
56.487 ACK: 2234 | sent
56.502 pkt: 2235 | received
56.518 ACK: 2235 | sent
56.534 pkt: 2236 | received
56.534 ACK: 2236 | sent
56.549 pkt: 2237 | received
56.565 ACK: 2237 | sent
56.580 pkt: 2238 | received
56.596 ACK: 2238 | sent
56.612 pkt: 2239 | received
56.627 ACK: 2239 | sent
56.627 pkt: 2240 | received
56.643 ACK: 2240 | sent
56.659 pkt: 2241 | received
56.674 ACK: 2241 | sent
56.690 pkt: 2242 | received
56.690 ACK: 2242 | sent
56.705 pkt: 2243 | received
56.721 ACK: 2243 | sent
56.737 pkt: 2244 | received
56.752 ACK: 2244 | sent
56.768 pkt: 2245 | received
56.768 ACK: 2245 | sent
56.784 pkt: 2246 | received
56.799 ACK: 2246 | sent
56.815 pkt: 2247 | received
56.830 ACK: 2247 | sent
56.846 pkt: 2248 | received
56.862 ACK: 2248 | sent
56.877 pkt: 2249 | received
56.877 ACK: 2249 | sent
56.893 pkt: 2250 | received
56.909 ACK: 2250 | sent
56.924 pkt: 2251 | received
56.924 ACK: 2251 | sent
56.940 pkt: 2252 | received
56.955 ACK: 2252 | sent
56.971 pkt: 2253 | received
56.987 ACK: 2253 | sent
57.002 pkt: 2254 | received
57.002 ACK: 2254 | sent
57.033 pkt: 2255 | received
57.033 ACK: 2255 | sent
57.049 pkt: 2256 | received
57.065 ACK: 2256 | sent
57.080 pkt: 2257 | received
57.096 ACK: 2257 | sent
57.112 pkt: 2258 | received
57.127 ACK: 2258 | sent
57.143 pkt: 2259 | received
57.143 ACK: 2259 | sent
57.158 pkt: 2260 | received
57.174 ACK: 2260 | sent
57.190 pkt: 2261 | received
57.205 ACK: 2261 | sent
57.221 pkt: 2262 | received
57.221 ACK: 2262 | sent
57.237 pkt: 2263 | received
57.252 ACK: 2263 | sent
57.268 pkt: 2264 | received
57.283 ACK: 2264 | sent
57.299 pkt: 2265 | received
57.315 ACK: 2265 | sent
57.330 pkt: 2266 | received
57.346 ACK: 2266 | sent
57.362 pkt: 2267 | received
57.377 ACK: 2267 | sent
57.395 pkt: 2268 | received
57.404 ACK: 2268 | sent
57.417 pkt: 2269 | received
57.417 ACK: 2269 | sent
57.433 pkt: 2270 | received
57.449 ACK: 2270 | sent
57.464 pkt: 2271 | received
57.464 ACK: 2271 | sent
57.480 pkt: 2272 | received
57.496 ACK: 2272 | sent
57.511 pkt: 2273 | received
57.527 ACK: 2273 | sent
57.542 pkt: 2274 | received
57.542 ACK: 2274 | sent
57.558 pkt: 2275 | received
57.574 ACK: 2275 | sent
57.589 pkt: 2276 | received
57.589 ACK: 2276 | sent
57.605 pkt: 2277 | received
57.620 ACK: 2277 | sent
57.636 pkt: 2278 | received
57.652 ACK: 2278 | sent
57.667 pkt: 2279 | received
57.667 ACK: 2279 | sent
57.683 pkt: 2280 | received
57.699 ACK: 2280 | sent
57.714 pkt: 2281 | received
57.730 ACK: 2281 | sent
57.745 pkt: 2282 | received
57.761 ACK: 2282 | sent
57.777 pkt: 2283 | received
57.777 ACK: 2283 | sent
57.808 pkt: 2284 | received
57.808 ACK: 2284 | sent
57.824 pkt: 2285 | received
57.839 ACK: 2285 | sent
57.855 pkt: 2286 | received
57.870 ACK: 2286 | sent
57.886 pkt: 2287 | received
57.886 ACK: 2287 | sent
57.902 pkt: 2288 | received
57.917 ACK: 2288 | sent
57.933 pkt: 2289 | received
57.949 ACK: 2289 | sent
57.964 pkt: 2290 | received
57.964 ACK: 2290 | sent
57.980 pkt: 2291 | received
57.995 ACK: 2291 | sent
58.011 pkt: 2292 | received
58.037 ACK: 2292 | sent
58.042 pkt: 2293 | received
58.058 ACK: 2293 | sent
58.073 pkt: 2294 | received
58.089 ACK: 2294 | sent
58.105 pkt: 2295 | received
58.105 ACK: 2295 | sent
58.120 pkt: 2296 | received
58.136 ACK: 2296 | sent
58.151 pkt: 2297 | received
58.167 ACK: 2297 | sent
58.183 pkt: 2298 | received
58.198 ACK: 2298 | sent
58.214 pkt: 2299 | received
58.214 ACK: 2299 | sent
58.230 pkt: 2300 | received
58.245 ACK: 2300 | sent
58.261 pkt: 2301 | received
58.276 ACK: 2301 | sent
58.276 pkt: 2302 | received
58.292 ACK: 2302 | sent
58.308 pkt: 2303 | received
58.323 ACK: 2303 | sent
58.339 pkt: 2304 | received
58.339 ACK: 2304 | sent
58.355 pkt: 2305 | received
58.370 ACK: 2305 | sent
58.395 pkt: 2306 | received
58.405 ACK: 2306 | sent
58.419 pkt: 2307 | received
58.419 ACK: 2307 | sent
58.434 pkt: 2308 | received
58.457 ACK: 2308 | sent
58.472 pkt: 2309 | received
58.472 ACK: 2309 | sent
58.488 pkt: 2310 | received
58.503 ACK: 2310 | sent
58.528 pkt: 2311 | received
58.530 ACK: 2311 | sent
58.545 pkt: 2312 | received
58.545 ACK: 2312 | sent
58.561 pkt: 2313 | received
58.577 ACK: 2313 | sent
58.592 pkt: 2314 | received
58.608 ACK: 2314 | sent
58.623 pkt: 2315 | received
58.639 ACK: 2315 | sent
58.655 pkt: 2316 | received
58.655 ACK: 2316 | sent
58.670 pkt: 2317 | received
58.686 ACK: 2317 | sent
58.701 pkt: 2318 | received
58.701 ACK: 2318 | sent
58.717 pkt: 2319 | received
